"variable","X2.5","X50","X97.5","post_cv"
"lnalpha",1.49584888093436,1.93510905835767,2.38044442630721,0.116000346290026
"lnalpha.c",1.58214180525273,2.01241355719814,2.47426627433361,0.111836121505722
"beta",0.128242883636957,0.189216809324111,0.250117995026426,0.163896158438323
"beta1",1.28242883636957e-05,1.89216809324111e-05,2.50117995026426e-05,0.163896158438323
"alpha",4.46312362948164,6.924799241608,10.8097059164833,0.22841131053809
"alpha.c",4.86536532469192,7.48135225467242,11.8729924891561,0.231458825130921
"Smsy_lambert",31525.115829926,37350.2558501753,47147.7574473822,0.107147173562954
"Smsy_lambert.c",32159.2844695948,38268.9754627938,49193.1522952994,0.113476620285643
"Umsy_lambert",0.594128992605891,0.707119262961493,0.795118909871825,0.0728064395990628
"Umsy_lambert.c",0.618499275659021,0.724229019168228,0.810563717539852,0.0675939141010185
"Smax",39981.1305008562,52849.4273251977,77977.0364148112,0.184292602153217
"Rmsy.c",116990.73223867,139778.759293715,176372.379399869,0.107208221962219
"Rmsy",106114.351392602,128430.513395862,160399.447408555,0.105272102457745
"Seq",91787.5817907502,102238.988375705,120670.842210491,0.0727355547259405
"MSY",65104.5127829757,90439.4956897738,126938.189971219,0.170908632584486
"MSY.c",74484.3412826927,100835.63212038,142014.169736365,0.167872668098667
"Rmax.c",126157.507989115,146901.674007251,180807.594727997,0.0930419616236027
"Rmax",116541.541268004,136106.984149736,164975.564134465,0.0885848984560481
